look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 3.5 | overall: 4.5 Date from 10/2017 and opened the bottle a year later. It is a nice stout and I throughly enjoyed it. Prominent chocolate and licorice taste. After a year of aging, it still has a strong alcohol taste.   I think another year or two of aging the stout would mellow it and make it even better.  I would recommend buying a few bottles. I will buy again.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Jet black malt bomb of a Russian imperial stout. Boozy at 10%, heavy chocolate and deep fruit flavor. My favorite non barrel aged stout. 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 12-oz. bottle (PKG 10/11/18) needed a strong pour for a fat finger of coffee milk colored rocky froth with a few large bubbles. As the head slowly shrinks to a cap, layers of lace appear. Opaque polished ebony, just a hint of brown.  Roasted malt and alcohol control the bitter smell with a fresh opened can of coffee and bakers chocolate in the background. The taste is bitter, dry and malty throughout as alcohol, chocolate and coffee blend in the rich middle without a lot of carbonation. The finish is dry and bitter. The malt, chocolate, coffee and boozy heat plus moderate spicy hops linger a while. Almost full bodied, smooth towards the end. Big, bitter and rich.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Bottle poured into a snifter    Jet back motor oil, one finger dense brown foam cap, some lacings    aroma of roasted malts, bakers chocolate, dark roast coffee     taste is roasted malts, bakers chocolate, espresso roasted coffee    creamy mouthfeel on the first sip but a bitterness lingers     Good beer   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 12oz bottle dated 10/11/18.    Pours opaque black with minimal head or retention. Charred chocolate with hints of espresso and black licorice in the nose. Full bodied with an oily, viscous mouthfeel. Rich bakers chocolate, over-roasted coffee beans, and a robust intensity on the palate. Finishes with lingering chocolate and hints of booze, licorice, and char.    About as good as a non-BA stout gets. Quite pricey though at 3.60 per single.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 L: Pours pitch black with evident thick consistency. Didn't form much of a head but does retain a nice tan ring. Appealing amounts of lacing left on the glass.   S: Barley, malts, molasses and figs are dominant aromas. Subtle bakers chocolate becomes more pronounced as it warms. Maybe its just me, but there is a slight tart/berry aroma as well. This beer smells like a delicious RIS.   T: Full of roasted malt flavor with notes of chocolate, dates, figs, molasses, coffee and toffee. Bitter finish with lingering malty/chocolate sweetness.   F: Thick and chewy consistency with a heavy body. Carbonation is spot-on for the style. Creamy smooth finish with just a slight fizz.   O: This is a delicious brew. I am glad that it is starting to see some distro out in CA. I think I am appreciating it more among all the love of pastry stouts. It is nice to get back to the basics. It's delicious and is not boozy. It is full of character and flavor and lives up to its name. I am very glad to have tried and would buy again. Cheers!   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 A: Pours a pitch black color with 2 fingers of head that fades down to a thin cap that leaves good lacing    S: Roasted malt, dark chocolate, espresso, and dark fruit. Lots of complexity    T: Follows the nose. Starts off with the roasted malt, espresso, dark chocolate and some bitterness and then goes into the dark fruit and a touch of alcohol. Finishes with lingering roast and bitter espresso    M: Medium-full bodied with moderate carbonation    O: A classic for a reason. A great RIS that makes for a good sipper. Very straight-forward RIS, but damn well done   
look: 4 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 L - Poured black with one finger mocha colored head. Mild ruby undertones. Good lacing.  S - Roasted dark coffee and some chocolate notes.  T - Deep coffee and some roast. A bit boozy.  F - Full body mouthfeel. Smooth and creamy.  O - A big beer in many ways. Deep flavors and smell, with a big punch. Warmed me up as it warmed up.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 11/3/18 (Okemos, MI): $17.55 w/ tax six pack 12 oz bottles purchased at a Kalamazoo Meijer. Bottled 8/29/18, poured into snifter. Dark black pour, light tan head with nice lacing. Chocolate malt aroma, creamy coffee taste, malt is excellent. Very rich creamy mouth feel, carbonation olds. Nice and smooth going down, overall very good pour.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 Pours black with a finger and a half of dense, caramel-colored foam. Head retention is good. Aroma is big and malty, hitting roasty, toasty, nutty malts along the way. There is a little herbal and spicy hop action that livens up the aroma a bit, although it's still heavily focused and centered on dark malts. A light addition of chocolate and dark fruits rounds out the aroma. Flavor profile is caramel, toffee, dark chocolate, and dark fruits with roasted, toasted, nutty, and bready malts behind. Hops are more of a whisper here, but hit notes of herbal, spicy, and floral. Mouth feel is dense and thick with a velvety texture. Overall, a big stout with big malts and still perceptible hops. It's not overly complex or loaded with additional flavors, just a great straight-forward stout.    Served in a 12oz snifter from a 12oz bottle.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Solid deep black color with low to light carbonation. Body has a slight oily slick feel, above average thick heavy feel .  Aroma is bitter black coffee,alcohol, mild amount of smoke and and char. There's also a earthy,wood,and dried fruit aroma hidden deep in the aroma  Taste is boozy, bitter black coffee upfront and it takes a while for that to subside to let the other flavors come through . All the other flavors do show up but the alcohol does dominate to some extent.  Overall its complex,flavorful and really well made   
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 Looks jet black with a quickly receding mocha colored head, end of SRM index. Smells like burnt toffee, cacao nibs,booze. Taste is somewhat bitter,(as they state on the bottle) This is the only beer that seems intended to age. It says "Shelf Life-Unlimited" Good god an apocalypse beer!! Feels somewhat well put together. Not viscous or oily feeling. Overall I will try to stash a few bottles of this gnarly elixir. Intense experience but worthwhile.REVISION: After 90 days in the bottle there is a noticeable improvement in feel and taste.   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 1.25 | feel: 3 | overall: 1.75 Very dark with a foamy brown head. Hint of chocolate, but a very strong alcohol / cough syrup flavor that ruins it for me. 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Poured from 12oz bottle into glass. Bottled on date is '08/31/2016'.  Black colored body, with a very thin mahogany edge when back lit. Half finger of tan head blooms at the end of the pour. Leaves behind an oily sheen of lacing that coalesces into scattered small spots.  Aroma of deeply roasted malts, dark chocolate, peat, smoke, and tobacco.  Taste is silky and spicy, with dark roasted malts, a range of chocolate from milk to dark, with a bit of smoke and a hint of dark fruit. Has a bit of peaty char deep into the after taste.  Mouth feel is thick, mouth coating, and creamy. Some felt alcohol but certainly not a burn. Appropriate carbonation.  Wonderful beer drinking experience, with rewards all through the taste profile (which is long and deep). This is a sipper beer because of all the nuances that can be discovered and savored, not because it is a challenging beer to drink.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This may be be the True North of Russian Imperial Stouts and all others are measured against. 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Bottled on 9/2015 sampled on 10/2018     Opened at fridge temp and allowed to warm in glass    Oily tan head that disapated into small lacing. Near black appearance. Smell of dried dark fruit, unami, some coffee bitterness, vanilla, and chocolate milk. Taste is of coffee bitterness and finish with some of those dark fruits and a nice milk chocolate flavor.     At three years, I can see this lasting at least another three in the bottle. Still a little bitter for my liking. Will revisit next year. I do not think unami flavors will over take the complexities of this beer anytime soon.   
look: 5 | smell: 4.75 | taste: 4.5 | feel: 5 | overall: 4.5 From a 12 fl. oz. bottle with a bottling date of 09/10/18. Sampled October 20, 2018    It has a deep dark brown to almost black appearance with a small, silky, fading mocha head.    Despite it's higher ABV percentage the aroma em its little in the way of alcohol. It does bring out sensations of bold, dark roasted malts with some milk or vanilla and a mild burnt character. Low hop profile.    Full bodied mouthfeel. Smooth.    Along with the roasted sweetness in the flavor I pick up a hint of the 10.5% booze. There is a charcoal like character too and a semi-dry finish. A wonderful Imperial Stout.   
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Fantastic beer that I’ve been waiting to get my hands on for a while - indeed it’s everything I had hoped for. Nice thick oily black color with minimal head and no lacing, but still looked great. Smells deeply of dark chocolate, roast coffee, dark sweet fruit and vanilla. Tastes of dark chocolate, dark roast coffee, plum, raisin, molasses, vanilla, caramel, malt and something else...graham cracker? Delicious. Nice smooth, sticky, creamy mouthfeel. Good amount of carbonation. The high ABV doesn’t hit you upfront and this beer is dangerously, deceptively easy to drink. Truly a fantastic beer, and I will have to circle back, buy a six-pack and keep it in the beer cellar to see what happens after aging for a year or two.   
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 this is the freshest bell's beer in the area and probably one of the few i wouldn't give a damn if it was fresh or not. heavy pour into a tulip showed a thick puddle of black mud with a slim tease of a head. immediately a ton of roasted and charred malts hit, ton of chocolate and vanilla. flavor is dense, lot of different things happening from chocolate/coffee roastiness to some sweet vanilla and bits of fruit, all wrapped up in a blanket of an earthy hop bitterness. fills the mouth and leaves a bit of a boozy warmth but not enough to stop it from going down way faster than a 10.5% stout should. gonna pick up a couple more to hide away for a few years. that unlimited shelf life is going to be put to the test   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Pours a pitch black color with a finger width foamy head. Head retention is good. Lacing is very good. Aroma of roasted malts, chocolate and some java. Creamy chocolate taste with roasty goodness and some java bitterness. Very smooth beer. Heavy bodied with moderate carbonation.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Date: Bottled on 09/10/18, sampled on 10/18/18.    Apperance: Pours inky black with no real head to speak of.     Aroma: Brownie batter like fudgy chocolate, sweet roasted malts, and tons of vanilla. I mean wow, there is a lot of vanilla here. It smells sweet, a bit like Prairie Paradise, just to that level of sweetness. I also gets some milky caramel notes.    Taste: The taste is big sweet vanilla up front with some chocolate hitting as well, but then the beer just does a swan dive into dark malt roast and bitter coffee char that really lingers. The mouthfeel is correspondingly thick and a little chewy. I like the duality of this one, one side keeping the other in check... or not. Dr. Jekyll's brew? As the beer warms even more, a marshmallow flavor rises up. Also, I have previously had this beer with about a year and a half on it and it was fantastic, with all of the above plus additional notes of dark rum soaked dates and raisins. So kids, by a six pack and be sure to tuck at least three away for 2020.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Had this tonight as part of a four year vertical tasting. Each pour was into a wine glass with a rich dark body and not much of a dark tan head which may have been caused by the bottles being opened earlier. Smell was richly chocolate and roasty malt with a slight bitterness that faded with each successive year. Taste followed the smell and was very enjoyable; with each successive year the bitterness faded and was replaced by dark fruit flavors while the chocolate was unabated. Mouthfeel was just fine.    I bought a six of this to age previously and, after drinking the current year, was wondering why bother not drinking it now. The vertical tasting answered that and then some.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 I'm a bit late to enter this into my New Beer Sunday, so I guess I'll just give it a good ol' straight-up review... I've been a big fan of Bell's darker beers that I've been able to get my hands on since we've started to see distribution over in New England. This is a beloved RIS, and one that I've never before been able to weigh in on. Super glad to get my hands on a single bottle! I had Black Note last week and thought it was great, but I definitely felt like I didn't quite know where it was coming from. This beer is the missing piece that I need to experience to put it all together!    Pours an intensely-dark color with a thin but very retentive mocha-colored head. Solid lace forms as I sip, giving this a really solid appearance. It reminds me of the very first few batches of Clown Shoes' Blaecorn Unidragon, a similarly huge RIS that went straight for the style.    The nose is incredibly roasty, with a big chocolate and caramel aspect that inevitably falls behind the roast. Caramel maltiness and Belgian chocolate round everything out. There's very little dark fruit compared to other Russian Imperial stout beers... this is all about the cocoa and earthiness! Hops seem relegated to backing up said earthy elements, but also seem to give off some herbal and floral character. Mostly sweet caramel and chocolate, though... a very decadent smelling RIS.    The flavor profile is sweeter than expected, with strong elements of Belgian chocolate, earthy hops and caramel/toffee. My tongue is utterly inundated by the intense roasty cocoa flavors here... it's almost too much; beyond the realm of what I want in this style of beer. Just absolutely decadent with pine-like bitterness following through and a bit of a floral element kicking around toward the finish. I'm unsure of whether or not this beer is really what I want in the RIS style, however. It tastes quite excellent, but it does have a bit too much roast for my taste.    The feel is moderately heavy with a bit more carbonation than I expected. Once again, this betrays what I assumed it would be... it is a large beer with an appropriately done body, and I get that, but it's just a little on the nose for me. I've known about this beer for a long time, and having now had it... I'm somewhat nonplussed. It's excellent for a strong stout, but maybe I would feel that it's even better with some time on it? Black Note is great with a year on it, so this is probably in the same realm.   
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 3.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Bottled 10/15/15; drank 9/2/17 @ the Yarchives.     Black/brown appearance.     A violent pour yielded a nice, noisy dark tan head; minimal lace.     Blackberry, dark chocolate, marshmallow, mild raspberry & faint fresh earth notes in the nose.     Medium thick, creamy mouthfeel.     Dark chocolate, blackberry & marshmallow flavors up front; fresh earth & mild raspberry notes on the finish. No booze heat.     2 years in this is a delicious, complex monster. I bet in another year it will be even better...   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.25 | smell: 4 | taste: 4 | feel: 3 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Great stout! Chocolate notes throughout. Wanted more of a head to showcase the aroma more. 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Deep black with a dark brown head. Strong complex full beer. Taste of coffee, chocolate, dried fruit. The taste is intense, alcohol comes through. A great stout.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Just purchased this in a flight at Decatur Brew works along with their Hells Hillow raspberry porter. Both did not disappoint! Expedition Stout is one of my favorites and continues to be !   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 355 ml bottle, kindly shared by gunnar. ABV 10.5%. Pitch black colour, low head. Strong and intense aroma of heavily roasted malts, cigar box, burnt caramel and oak. Equally strong and intense flavour, again heavily roasted malts, burnt caramel and oak. Pretty impressive stuff.   
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Draught 12oz snifter at Frisco Taphouse in Columbia, MD 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Appearance: black as night; dark tan head that thins out to a ring around the glass    Aroma: smells roasty and chocolatey; malty and rich; some coffee in there; dark fruit    Taste: oooh…nice dark fruit flavors all the way through; nice bready/malty flavor up front; a hint of coffee, then a dark chocolate explosion; great roasty finish; leaves dry and a bit bitter, just begging for another sip; delicious    Mouthfeel: silky, smooth, and perfect; thick; perfect carbonation    Overall Impression: oh my goodness…this is a truly wonderful beer; rich, bold, extremely complex, and incredibly well-balanced; it is silky and oh-so-smooth; really pumped to have one that’s been aged a while    From notes taken on 11/26/2012   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured from a 12oz bottle into a Speiglau Stout glass.    Look is absolutely pitch black with a dark brown head.     Aroma is roast malt and soy sauce.    Taste is more of that intense malt.     So good   
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Another thanks to Craig for this 2015 bottle...    Expedition Stout pours black as sin even coming out of the bottle. Chestnut highlights give it a little glow, and a thin espresso foam barely shows itself off despite a heavy hand.    Heavy roast is first and foremost. A combination of over toasted bread, dark roast coffee, and for the first time in my life, I'm finally getting what I have heard over and over again with some aged stouts...soy sauce. Brown sugar and a little savory spice top it off.    Very rarely do the aroma and flavors seem to match perfectly for me, but Expedition Stout does just that. With a little addition of dark chocolate and a splash of clean booze, this is really enjoyable. This 'soy' experience is working for me, especially thanks to my love for and in this case perceived salinity.    It feels right. Rich and smooth, sticky, sappy, with a nice roasty bitter finish. The alcohol warmth is perfect. Not too intense, but makes itself known.    Most of Bells offering I think are great. This one is in their top tier for me. With so much attention going to bourbon barrel aged and adjunct stouts, it's always a pleasure to enjoy a true imperial stout in it's intended raw form. Cheers, and thanks again Craig.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 12oz bottled 8/31/17 poured into a snifter at fridge temp 10.5% ABV. The beer pours dense black with mocha brown head that recedes to a thin ring and leaves a little lacing. The aroma is dark chocolate and roasted malt. As it warms, the fruit and raisin aroma comes through. The taste is dark bitter roasted and chocolate malt. There is a bit of dark fruit and booze in there as well. Mouthfeel is full bodied, adequately carbonated and surprisingly dry and clean in the finish. Overall, excellent. This beer can be what you want it to be. Very bitter and raw fresh or mellow as it ages. Recommended.   
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 12oz bottle into Libbey tulip  Bottled on 8/31/17...5 months ago  L- pours a midnight black, with a nice dark brown head, that dissapates into a ring of lacing  S-dark chocolate, sweet dark fruits, slight roastiness  T- black chocolate, sweet molasses, dark fruit, subtle coffee on finish   F- this beer is smooth drinking despite 10.5% ABV, has a nice thick feel to it as well  Overall this is a very drinkable Imperial Stout, that is way too sweet for my liking. This is relatively fresh at about 5 months, looking forward to drinking my 2015 vintage soon   
